QID,title,titleSlug,difficulty,topicTags
1653,Minimum Deletions to Make String Balanced,minimum-deletions-to-make-string-balanced,Medium,"string,dynamic-programming,stack"
1654,Minimum Jumps to Reach Home,minimum-jumps-to-reach-home,Medium,"array,dynamic-programming,breadth-first-search"
1655,Distribute Repeating Integers,distribute-repeating-integers,Hard,"array,dynamic-programming,backtracking,bit-manipulation,bitmask"
1656,Design an Ordered Stream,design-an-ordered-stream,Easy,"array,hash-table,design,data-stream"
1657,Determine if Two Strings Are Close,determine-if-two-strings-are-close,Medium,"hash-table,string,sorting"
1658,Minimum Operations to Reduce X to Zero,minimum-operations-to-reduce-x-to-zero,Medium,"array,hash-table,binary-search,sliding-window,prefix-sum"
1659,Maximize Grid Happiness,maximize-grid-happiness,Hard,"dynamic-programming,bit-manipulation,memoization,bitmask"
1660,Correct a Binary Tree,correct-a-binary-tree,Medium,"hash-table,tree,depth-first-search,breadth-first-search,binary-tree"
1661,Average Time of Process per Machine,average-time-of-process-per-machine,Easy,database
1662,Check If Two String Arrays are Equivalent,check-if-two-string-arrays-are-equivalent,Easy,"array,string"
1663,Smallest String With A Given Numeric Value,smallest-string-with-a-given-numeric-value,Medium,"string,greedy"
1664,Ways to Make a Fair Array,ways-to-make-a-fair-array,Medium,"array,dynamic-programming"
1665,Minimum Initial Energy to Finish Tasks,minimum-initial-energy-to-finish-tasks,Hard,"array,greedy,sorting"
1666,Change the Root of a Binary Tree,change-the-root-of-a-binary-tree,Medium,"tree,depth-first-search,binary-tree"
1667,Fix Names in a Table,fix-names-in-a-table,Easy,database
1668,Maximum Repeating Substring,maximum-repeating-substring,Easy,"string,string-matching"
1669,Merge In Between Linked Lists,merge-in-between-linked-lists,Medium,linked-list
1670,Design Front Middle Back Queue,design-front-middle-back-queue,Medium,"array,linked-list,design,queue,data-stream"
1671,Minimum Number of Removals to Make Mountain Array,minimum-number-of-removals-to-make-mountain-array,Hard,"array,binary-search,dynamic-programming,greedy"
1672,Richest Customer Wealth,richest-customer-wealth,Easy,"array,matrix"
1673,Find the Most Competitive Subsequence,find-the-most-competitive-subsequence,Medium,"array,stack,greedy,monotonic-stack"
1674,Minimum Moves to Make Array Complementary,minimum-moves-to-make-array-complementary,Medium,"array,hash-table,prefix-sum"
1675,Minimize Deviation in Array,minimize-deviation-in-array,Hard,"array,greedy,heap-priority-queue,ordered-set"
1676,Lowest Common Ancestor of a Binary Tree IV,lowest-common-ancestor-of-a-binary-tree-iv,Medium,"tree,depth-first-search,binary-tree"
1677,Product's Worth Over Invoices,products-worth-over-invoices,Easy,database
1678,Goal Parser Interpretation,goal-parser-interpretation,Easy,string
1679,Max Number of K-Sum Pairs,max-number-of-k-sum-pairs,Medium,"array,hash-table,two-pointers,sorting"
1680,Concatenation of Consecutive Binary Numbers,concatenation-of-consecutive-binary-numbers,Medium,"math,bit-manipulation,simulation"
1681,Minimum Incompatibility,minimum-incompatibility,Hard,"array,dynamic-programming,bit-manipulation,bitmask"
1682,Longest Palindromic Subsequence II,longest-palindromic-subsequence-ii,Medium,"string,dynamic-programming"
1683,Invalid Tweets,invalid-tweets,Easy,database
1684,Count the Number of Consistent Strings,count-the-number-of-consistent-strings,Easy,"array,hash-table,string,bit-manipulation"
1685,Sum of Absolute Differences in a Sorted Array,sum-of-absolute-differences-in-a-sorted-array,Medium,"array,math,prefix-sum"
1686,Stone Game VI,stone-game-vi,Medium,"array,math,greedy,sorting,heap-priority-queue,game-theory"
1687,Delivering Boxes from Storage to Ports,delivering-boxes-from-storage-to-ports,Hard,"array,dynamic-programming,segment-tree,queue,heap-priority-queue,prefix-sum,monotonic-queue"
1688,Count of Matches in Tournament,count-of-matches-in-tournament,Easy,"math,simulation"
1689,Partitioning Into Minimum Number Of Deci-Binary Numbers,partitioning-into-minimum-number-of-deci-binary-numbers,Medium,"string,greedy"
1690,Stone Game VII,stone-game-vii,Medium,"array,math,dynamic-programming,game-theory"
1691,Maximum Height by Stacking Cuboids,maximum-height-by-stacking-cuboids,Hard,"array,dynamic-programming,sorting"
1692,Count Ways to Distribute Candies,count-ways-to-distribute-candies,Hard,dynamic-programming
1693,Daily Leads and Partners,daily-leads-and-partners,Easy,database
1694,Reformat Phone Number,reformat-phone-number,Easy,string
1695,Maximum Erasure Value,maximum-erasure-value,Medium,"array,hash-table,sliding-window"
1696,Jump Game VI,jump-game-vi,Medium,"array,dynamic-programming,queue,heap-priority-queue,monotonic-queue"
1697,Checking Existence of Edge Length Limited Paths,checking-existence-of-edge-length-limited-paths,Hard,"array,two-pointers,union-find,graph,sorting"
1698,Number of Distinct Substrings in a String,number-of-distinct-substrings-in-a-string,Medium,"string,trie,rolling-hash,suffix-array,hash-function"
1699,Number of Calls Between Two Persons,number-of-calls-between-two-persons,Medium,database
1700,Number of Students Unable to Eat Lunch,number-of-students-unable-to-eat-lunch,Easy,"array,stack,queue,simulation"
1701,Average Waiting Time,average-waiting-time,Medium,"array,simulation"
1702,Maximum Binary String After Change,maximum-binary-string-after-change,Medium,"string,greedy"
1703,Minimum Adjacent Swaps for K Consecutive Ones,minimum-adjacent-swaps-for-k-consecutive-ones,Hard,"array,greedy,sliding-window,prefix-sum"
1704,Determine if String Halves Are Alike,determine-if-string-halves-are-alike,Easy,"string,counting"
1705,Maximum Number of Eaten Apples,maximum-number-of-eaten-apples,Medium,"array,greedy,heap-priority-queue"
1706,Where Will the Ball Fall,where-will-the-ball-fall,Medium,"array,dynamic-programming,depth-first-search,matrix,simulation"
1707,Maximum XOR With an Element From Array,maximum-xor-with-an-element-from-array,Hard,"array,bit-manipulation,trie"
1708,Largest Subarray Length K,largest-subarray-length-k,Easy,"array,greedy"
1709,Biggest Window Between Visits,biggest-window-between-visits,Medium,database
1710,Maximum Units on a Truck,maximum-units-on-a-truck,Easy,"array,greedy,sorting"
1711,Count Good Meals,count-good-meals,Medium,"array,hash-table"
1712,Ways to Split Array Into Three Subarrays,ways-to-split-array-into-three-subarrays,Medium,"array,two-pointers,binary-search,prefix-sum"
1713,Minimum Operations to Make a Subsequence,minimum-operations-to-make-a-subsequence,Hard,"array,hash-table,binary-search,greedy"
1714,Sum Of Special Evenly-Spaced Elements In Array,sum-of-special-evenly-spaced-elements-in-array,Hard,"array,dynamic-programming"
1715,Count Apples and Oranges,count-apples-and-oranges,Medium,database
1716,Calculate Money in Leetcode Bank,calculate-money-in-leetcode-bank,Easy,math
1717,Maximum Score From Removing Substrings,maximum-score-from-removing-substrings,Medium,"string,stack,greedy"
1718,Construct the Lexicographically Largest Valid Sequence,construct-the-lexicographically-largest-valid-sequence,Medium,"array,backtracking"
1719,Number Of Ways To Reconstruct A Tree,number-of-ways-to-reconstruct-a-tree,Hard,"tree,graph"
1720,Decode XORed Array,decode-xored-array,Easy,"array,bit-manipulation"
1721,Swapping Nodes in a Linked List,swapping-nodes-in-a-linked-list,Medium,"linked-list,two-pointers"
1722,Minimize Hamming Distance After Swap Operations,minimize-hamming-distance-after-swap-operations,Medium,"array,depth-first-search,union-find"
1723,Find Minimum Time to Finish All Jobs,find-minimum-time-to-finish-all-jobs,Hard,"array,dynamic-programming,backtracking,bit-manipulation,bitmask"
1724,Checking Existence of Edge Length Limited Paths II,checking-existence-of-edge-length-limited-paths-ii,Hard,"union-find,graph,minimum-spanning-tree"
1725,Number Of Rectangles That Can Form The Largest Square,number-of-rectangles-that-can-form-the-largest-square,Easy,array
1726,Tuple with Same Product,tuple-with-same-product,Medium,"array,hash-table"
1727,Largest Submatrix With Rearrangements,largest-submatrix-with-rearrangements,Medium,"array,greedy,sorting,matrix"
1728,Cat and Mouse II,cat-and-mouse-ii,Hard,"array,math,dynamic-programming,graph,topological-sort,memoization,matrix,game-theory"
1729,Find Followers Count,find-followers-count,Easy,database
1730,Shortest Path to Get Food,shortest-path-to-get-food,Medium,"array,breadth-first-search,matrix"
1731,The Number of Employees Which Report to Each Employee,the-number-of-employees-which-report-to-each-employee,Easy,database
1732,Find the Highest Altitude,find-the-highest-altitude,Easy,"array,prefix-sum"
1733,Minimum Number of People to Teach,minimum-number-of-people-to-teach,Medium,"array,greedy"
1734,Decode XORed Permutation,decode-xored-permutation,Medium,"array,bit-manipulation"
1735,Count Ways to Make Array With Product,count-ways-to-make-array-with-product,Hard,"array,math,dynamic-programming,combinatorics,number-theory"
1736,Latest Time by Replacing Hidden Digits,latest-time-by-replacing-hidden-digits,Easy,"string,greedy"
1737,Change Minimum Characters to Satisfy One of Three Conditions,change-minimum-characters-to-satisfy-one-of-three-conditions,Medium,"hash-table,string,counting,prefix-sum"
1738,Find Kth Largest XOR Coordinate Value,find-kth-largest-xor-coordinate-value,Medium,"array,divide-and-conquer,bit-manipulation,heap-priority-queue,matrix,prefix-sum,quickselect"
1739,Building Boxes,building-boxes,Hard,"math,binary-search,greedy"
1740,Find Distance in a Binary Tree,find-distance-in-a-binary-tree,Medium,"hash-table,tree,depth-first-search,breadth-first-search,binary-tree"
1741,Find Total Time Spent by Each Employee,find-total-time-spent-by-each-employee,Easy,database
1742,Maximum Number of Balls in a Box,maximum-number-of-balls-in-a-box,Easy,"hash-table,math,counting"
1743,Restore the Array From Adjacent Pairs,restore-the-array-from-adjacent-pairs,Medium,"array,hash-table"
1744,Can You Eat Your Favorite Candy on Your Favorite Day?,can-you-eat-your-favorite-candy-on-your-favorite-day,Medium,"array,prefix-sum"
1745,Palindrome Partitioning IV,palindrome-partitioning-iv,Hard,"string,dynamic-programming"
1746,Maximum Subarray Sum After One Operation,maximum-subarray-sum-after-one-operation,Medium,"array,dynamic-programming"
1747,Leetflex Banned Accounts,leetflex-banned-accounts,Medium,database
1748,Sum of Unique Elements,sum-of-unique-elements,Easy,"array,hash-table,counting"
1749,Maximum Absolute Sum of Any Subarray,maximum-absolute-sum-of-any-subarray,Medium,"array,dynamic-programming"
1750,Minimum Length of String After Deleting Similar Ends,minimum-length-of-string-after-deleting-similar-ends,Medium,"two-pointers,string"
1751,Maximum Number of Events That Can Be Attended II,maximum-number-of-events-that-can-be-attended-ii,Hard,"array,binary-search,dynamic-programming,sorting"
1752,Check if Array Is Sorted and Rotated,check-if-array-is-sorted-and-rotated,Easy,array
1753,Maximum Score From Removing Stones,maximum-score-from-removing-stones,Medium,"math,greedy,heap-priority-queue"
1754,Largest Merge Of Two Strings,largest-merge-of-two-strings,Medium,"two-pointers,string,greedy"
1755,Closest Subsequence Sum,closest-subsequence-sum,Hard,"array,two-pointers,dynamic-programming,bit-manipulation,bitmask"
1756,Design Most Recently Used Queue,design-most-recently-used-queue,Medium,"array,hash-table,stack,design,binary-indexed-tree,ordered-set"
1757,Recyclable and Low Fat Products,recyclable-and-low-fat-products,Easy,database
1758,Minimum Changes To Make Alternating Binary String,minimum-changes-to-make-alternating-binary-string,Easy,string
1759,Count Number of Homogenous Substrings,count-number-of-homogenous-substrings,Medium,"math,string"
1760,Minimum Limit of Balls in a Bag,minimum-limit-of-balls-in-a-bag,Medium,"array,binary-search"
1761,Minimum Degree of a Connected Trio in a Graph,minimum-degree-of-a-connected-trio-in-a-graph,Hard,graph
1762,Buildings With an Ocean View,buildings-with-an-ocean-view,Medium,"array,stack,monotonic-stack"
1763,Longest Nice Substring,longest-nice-substring,Easy,"hash-table,string,divide-and-conquer,bit-manipulation,sliding-window"
1764,Form Array by Concatenating Subarrays of Another Array,form-array-by-concatenating-subarrays-of-another-array,Medium,"array,greedy,string-matching"
1765,Map of Highest Peak,map-of-highest-peak,Medium,"array,breadth-first-search,matrix"
1766,Tree of Coprimes,tree-of-coprimes,Hard,"math,tree,depth-first-search,breadth-first-search"
1767,Find the Subtasks That Did Not Execute,find-the-subtasks-that-did-not-execute,Hard,database
1768,Merge Strings Alternately,merge-strings-alternately,Easy,"two-pointers,string"
1769,Minimum Number of Operations to Move All Balls to Each Box,minimum-number-of-operations-to-move-all-balls-to-each-box,Medium,"array,string"
1770,Maximum Score from Performing Multiplication Operations,maximum-score-from-performing-multiplication-operations,Hard,"array,dynamic-programming"
1771,Maximize Palindrome Length From Subsequences,maximize-palindrome-length-from-subsequences,Hard,"string,dynamic-programming"
1772,Sort Features by Popularity,sort-features-by-popularity,Medium,"array,hash-table,string,sorting"
1773,Count Items Matching a Rule,count-items-matching-a-rule,Easy,"array,string"
1774,Closest Dessert Cost,closest-dessert-cost,Medium,"array,dynamic-programming,backtracking"
1775,Equal Sum Arrays With Minimum Number of Operations,equal-sum-arrays-with-minimum-number-of-operations,Medium,"array,hash-table,greedy,counting"
1776,Car Fleet II,car-fleet-ii,Hard,"array,math,stack,heap-priority-queue,monotonic-stack"
1777,Product's Price for Each Store,products-price-for-each-store,Easy,database
1778,Shortest Path in a Hidden Grid,shortest-path-in-a-hidden-grid,Medium,"depth-first-search,breadth-first-search,graph,interactive"
1779,Find Nearest Point That Has the Same X or Y Coordinate,find-nearest-point-that-has-the-same-x-or-y-coordinate,Easy,array
1780,Check if Number is a Sum of Powers of Three,check-if-number-is-a-sum-of-powers-of-three,Medium,math
